Book Name,Author Name,Ratings,Votes,Book Type,Price,Book Link
"NCERT CLASS 8 Curiosity, Textbook of Science 877 2025-26 EDITION",National council of educational research and training,4.3 out of 5 stars,202,Paperback,₹65.00,https://www.amazon.in//NCERT-Curiosity-Textbook-Science-2025-26/dp/9357297723/ref=zg_bs_g_books_d_sccl_9/259-7549272-5565421?psc=1
"Indian Polity Courseware (English), 8th edition by M Laxmikanth for UPSC CSE 2025-26 | 40+ Conceptual Videos | 95 Well-structured Chapters | 18 Insightful Appendices | Full Colour eBook | Solved 13 Previous Years' Prelim Questions (2013–2025) | 12 Years' UPSC Main Exam Questions | Practice Questions",M Laxmikanth,4.1 out of 5 stars,30,Paperback,₹749.00,https://www.amazon.in//Courseware-Laxmikanth-Conceptual-Well-structured-Insightful/dp/9364447670/ref=zg_bs_g_books_d_sccl_10/259-7549272-5565421?psc=1
The Psychology of Money,Morgan Housel,4.6 out of 5 stars,"74,391",Paperback,₹290.00,https://www.amazon.in//Psychology-Money-Morgan-Housel/dp/9390166268/ref=zg_bs_g_books_d_sccl_11/259-7549272-5565421?psc=1
My First Book of Patterns Pencil Control: Patterns Practice book for kids (Pattern Writing) |Best Selling Tracing Book for Kids in India | Early Learning | Tracing Lines & Pattern Writing Activities | Premium Quality Return Gift | Ages 2 - 5 Years | 1.5 hours of fun time,Wonder House Books,4.4 out of 5 stars,"30,789",Paperback,₹125.00,https://www.amazon.in//First-Book-Patterns-Pencil-Control/dp/9387779319/ref=zg_bs_g_books_d_sccl_12/259-7549272-5565421?psc=1
The Power of Your Subconscious Mind: Original Classic Edition | Premium Paperback,Joseph Murphy,4.4 out of 5 stars,"78,113",Paperback,₹149.00,https://www.amazon.in//Power-Your-Subconscious-Mind-Success/dp/8172345666/ref=zg_bs_g_books_d_sccl_13/259-7549272-5565421?psc=1
"PW Maths Made EJEE Class 11 Handwritten Notes By Sachin Jakhar For JEE Main & Advanced Exams | Complete Theory, Basic to Advanced Problems, Special Tricks, PYQ, Detailed Solutions [Paperback] Sachin Jakhar",Sachin Jakhar,4.6 out of 5 stars,80,Paperback,₹423.00,https://www.amazon.in//Handwritten-Advanced-Complete-Solutions-Paperback/dp/9368971013/ref=zg_bs_g_books_d_sccl_14/259-7549272-5565421?psc=1
Atomic Habits: The life-changing million copy bestseller,James Clear,4.6 out of 5 stars,"78,314",Paperback,₹469.00,https://www.amazon.in//Atomic-Habits-James-Clear/dp/1847941834/ref=zg_bs_g_books_d_sccl_15/259-7549272-5565421?psc=1
"Ikigai: The Japanese Secret to a Long and Happy Life | A Global Self-Help Phenomenon that Guides You Towards a Joyful, Balanced, and Meaningful Life",Héctor García,4.6 out of 5 stars,"59,323",Hardcover,₹374.00,https://www.amazon.in//Ikigai-Japanese-Self-Help-Phenomenon-Meaningful/dp/178633089X/ref=zg_bs_g_books_d_sccl_16/259-7549272-5565421?psc=1
"White Nights – Fyodor Dostoyevsky | A Million-Copy Bestseller | A Timeless Story of Love, Longing & Solitude – Penguin Classics",Fyodor Dostoyevsky,4.6 out of 5 stars,Fyodor Dostoyevsky,Mass Market Paperback,₹112.00,https://www.amazon.in//White-Nights-Penguin-Little-Classics/dp/0241252083/ref=zg_bs_g_books_d_sccl_17/259-7549272-5565421?psc=1
PW EaJEE Handwritten Notes For Inorganic Chemistry By Om Pandey | Chapterwise and Topicwise Questions | Complete JEE Main & Advanced Syllabus | Handpicked PYQs [Paperback] Om Pandey,Om Pandey,4.8 out of 5 stars,29,Paperback,₹449.00,https://www.amazon.in//Handwritten-Inorganic-Chemistry-Chapterwise-Handpicked/dp/9371535369/ref=zg_bs_g_books_d_sccl_18/259-7549272-5565421?psc=1
BlackBook of English Vocabulary May 2024,Nikhil Gupta,4.5 out of 5 stars,"1,862",Paperback,₹299.00,https://www.amazon.in//BlackBook-English-Vocabulary-Nikhil-Gupta/dp/819564578X/ref=zg_bs_g_books_d_sccl_19/259-7549272-5565421?psc=1
My First 365 Coloring Book: Jumbo Coloring Book For Kids (With Tear Out Sheets),Wonder House Books,4.5 out of 5 stars,"2,127",Paperback,₹199.00,https://www.amazon.in//My-First-365-Colouring-Book/dp/9390183006/ref=zg_bs_g_books_d_sccl_20/259-7549272-5565421?psc=1
NCERT CLASS 8 NCERT MALHAAR HINDI 871 2025-26 EDITION,National council of educational research and training,4.3 out of 5 stars,113,Paperback,₹65.00,https://www.amazon.in//NCERT-CLASS-MALHAAR-HINDI-2025-26/dp/9357293604/ref=zg_bs_g_books_d_sccl_21/259-7549272-5565421?psc=1
"Sank Magic Practice Copybook, (4 BOOK + 10 REFILL+ 1 Pen +1 Grip) Number Tracing Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Practical Reusable Writing Tool Simple Hand Lettering",Sank Magic,4.0 out of 5 stars,"3,911",Spiral-bound,₹120.00,https://www.amazon.in//Practice-Preschoolers-Calligraphy-Practical-Lettering/dp/9551753437/ref=zg_bs_g_books_d_sccl_22/259-7549272-5565421?psc=1
Animals Tales From Panchtantra: Timeless Stories for Children From Ancient India,Wonder House Books,4.5 out of 5 stars,"6,703",Hardcover,₹199.00,https://www.amazon.in//Animals-Tales-Panchtantra-Timeless-Children/dp/9389178118/ref=zg_bs_g_books_d_sccl_23/259-7549272-5565421?psc=1
Don't Believe Everything You Think (English),Joseph Nguyen,4.5 out of 5 stars,"12,570",Paperback,₹198.00,https://www.amazon.in//Dont-Believe-Everything-You-Think/dp/935543135X/ref=zg_bs_g_books_d_sccl_24/259-7549272-5565421?psc=1
Dopamine Detox: A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things,Thibaut Meurisse,4.4 out of 5 stars,"15,304",Paperback,₹192.00,https://www.amazon.in//Dopamine-Detox-Remove-Distractions-Things/dp/8183286011/ref=zg_bs_g_books_d_sccl_25/259-7549272-5565421?psc=1
1001 Ultimate Brain Booster Activity book for 3 to 6 Years Old Kids |Enhance the Child Mind with Cognitive Excellence with Interactive Activity Book,Team Pegasus,4.6 out of 5 stars,"2,083",Paperback,₹299.00,https://www.amazon.in//Ultimate-Brain-Booster-Activities-Years/dp/8131958248/ref=zg_bs_g_books_d_sccl_26/259-7549272-5565421?psc=1
"Arihant All in One Social Science Class 10 for CBSE Exams 2025-26 | Revised Edition as per latest syllabus I Mind Maps, CBQs, Focused Theory, Practice Exercises, Sample Papers",Kriti Arora,4.3 out of 5 stars,Kriti Arora,Paperback,₹406.00,https://www.amazon.in//Arihant-Science-syllabus-Practice-Exercises/dp/9368406030/ref=zg_bs_g_books_d_sccl_27/259-7549272-5565421?psc=1
PW CBSE Question & Concept Bank (QCB) Class 10 Science Chapter-wise and Topic-wise Solved Questions For 2026 Exams with 50% Competency Based Question [Paperback] Rakshak Dua; Samridhi Sharma and Sunil Vijay Hingorani,Rakshak Dua,4.5 out of 5 stars,272,Paperback,₹421.00,https://www.amazon.in//Chapter-wise-Topic-wise-Questions-Competency-Paperback/dp/9368976139/ref=zg_bs_g_books_d_sccl_28/259-7549272-5565421?psc=1
Oxford Student Atlas for India | 6th Edition | For UPSC and Competitive Exams | Latest Edition Paperback –January 2025,Oxford University Press,4.6 out of 5 stars,546,Paperback,₹259.00,https://www.amazon.in//Oxford-Student-Competitive-Paperback-January/dp/9367250509/ref=zg_bs_g_books_d_sccl_29/259-7549272-5565421?psc=1
"PW Kids First Library Box Set of 10 Board Books l Gift Set for Children Ages 1, 2, 3, 4, 5 Years",PW,4.6 out of 5 stars,330,Board book,₹369.00,https://www.amazon.in//First-Library-Board-Books-Children/dp/9360347981/ref=zg_bs_g_books_d_sccl_30/259-7549272-5565421?psc=1
"Arihant All in One English Core Class 12 for CBSE Exams 2025-26 | Simplified Theory, Topicwise Illustrations & Practice Questions, All Types of Exam Pattern Questions, CBQs, MCQs, A-R, Case Based, Sample Question Papers, Board Questions Upto 2025, Mind Maps, & Project Work",Parneet Kaur,4.4 out of 5 stars,Parneet Kaur,Paperback,₹367.00,https://www.amazon.in//Simplified-Topicwise-Illustrations-Practice-Questions/dp/9368401918/ref=zg_bs_g_books_d_sccl_1/258-5556159-0878167?psc=1
Metamorphosis,Franz Kafka,4.4 out of 5 stars,"13,420",Paperback,₹109.00,https://www.amazon.in//Metamorphosis-Franz-Kafka/dp/8172345135/ref=zg_bs_g_books_d_sccl_2/258-5556159-0878167?psc=1
T.S. Grewal's Double Entry Book Keeping - Accounting For Companies (Vol. II): Textbook for CBSE Class 12 (2025-26 Session,T.S. Grewal,4.5 out of 5 stars,T.S. Grewal,Paperback,₹340.00,https://www.amazon.in//T-S-Grewals-Double-Entry-Keeping/dp/9348457926/ref=zg_bs_g_books_d_sccl_3/258-5556159-0878167?psc=1
How to Win Friends and Influence People: Original Classic Edition | Premium Paperback,Dale Carnegie,4.4 out of 5 stars,"106,041",Paperback,₹119.00,https://www.amazon.in//Friends-Influence-People-International-Bestseller/dp/8194899133/ref=zg_bs_g_books_d_sccl_4/258-5556159-0878167?psc=1
"Universal Samanya Hindi Book by Rajpal Singh, 6550+ Questions, UPPCS, RO/ARO, UPTET, CTET Exam Guide 6th Edition",Rajpal Singh,4.0 out of 5 stars,51,Paperback,₹296.31,https://www.amazon.in//Universal-Samanya-Hindi-Rajpal-Questions/dp/9391639720/ref=zg_bs_g_books_d_sccl_5/258-5556159-0878167?psc=1
"Shlokas and Mantras for Kids – Illustrated Padded Board Book: Simple Sanskrit Shlokas with English & Hindi Translations | First Spiritual Book to Teach Indian Culture, Values & Devotional Practices | Book for Toddlers, Preschoolers & Early Readers | Ages 2–6 Years",Wonder House Books,4.7 out of 5 stars,"1,530",Board book,₹189.00,https://www.amazon.in//Shlokas-Mantras-Kids-Illustrated-Tradition/dp/9354405169/ref=zg_bs_g_books_d_sccl_6/258-5556159-0878167?psc=1
PW MR Physics Questions Solving Med Easy | Chapterwise and Topicwise 6000+ Practice Questions with Answer Keys | Complete Class 11 & 12 Syllabus For NEET and JEE [Paperback] Dr. Manish Raj (MR Sir) and Rupali Singh,Dr. Manish Raj (MR Sir),4.7 out of 5 stars,372,Paperback,₹398.00,https://www.amazon.in//Questions-Chapterwise-Topicwise-Practice-Paperback/dp/937153138X/ref=zg_bs_g_books_d_sccl_7/258-5556159-0878167?psc=1
PW EaJEE Handwritten Notes For Physical Chemistry By Faisal Razaq | Chapterwise and Topicwise 1200+ Questions | Complete JEE Main & Advanced Syllabus | Handpicked PYQs [Paperback] Faisal Razaq,Faisal Razaq,4.7 out of 5 stars,359,Paperback,₹416.00,https://www.amazon.in//Handwritten-Chemistry-Chapterwise-Topicwise-Handpicked/dp/9368971331/ref=zg_bs_g_books_d_sccl_8/258-5556159-0878167?psc=1
Heart Lamp: Selected Stories | WINNER OF THE INTERNATIONAL BOOKER PRIZE 2025,Dr Banu Mushtaq,4.4 out of 5 stars,"1,158",Paperback,₹280.00,https://www.amazon.in//Heart-Lamp-Selected-Stories-INTERNATIONAL/dp/0143464477/ref=zg_bs_g_books_d_sccl_9/258-5556159-0878167?psc=1
"Writing Practice Workbooks - Pack of 4 Early Writing Books for Kids (Writing Fun Series): Write and Practice Capital Letters, Small Letters, Line Tracing Patterns & Numbers 1–10 | Pre-Writing Skills Workbook Set for Preschool & Kindergarten | Ages 3–6 Years | Hours of Learning time | Perfect for Gifting",Wonder House Books,4.3 out of 5 stars,"13,618",Paperback,₹199.00,https://www.amazon.in//Writing-Fun-Set-Books-Practice/dp/9387779777/ref=zg_bs_g_books_d_sccl_10/258-5556159-0878167?psc=1
"Arihant All in One English Language & Literature Class 10 for CBSE Exams 2025-26 | Revised Edition as per latest syllabus | CBQs, Focused Theory, Reading, Writing, Grammar & Literature, Review Exercises, Sample Papers",Parneet Kaur,4.2 out of 5 stars,Parneet Kaur,Paperback,₹433.00,https://www.amazon.in//Arihant-Language-Literature-syllabus-Exercises/dp/936840223X/ref=zg_bs_g_books_d_sccl_11/258-5556159-0878167?psc=1
"Arihant All in One Science Class 9 for CBSE Exam 2025-26 | As per Recommendations of NEP 2020 | Based on the latest NCERT | Mind Map in Each Chapter and Competency-Based Questions | Complete Study, Complete Practice, Complete Assessment",Heena Sharma,4.6 out of 5 stars,133,Paperback,₹325.00,https://www.amazon.in//Recommendations-Competency-Based-Questions-Complete-Assessment/dp/9368402191/ref=zg_bs_g_books_d_sccl_12/258-5556159-0878167?psc=1
Neetu Singh Vol-1 | English for General Competitions | Updated 2025 Edition | KD Publication | Best For All Government Exams,Neetu Singh,4.4 out of 5 stars,221,Unknown Binding,₹348.00,https://www.amazon.in//English-General-Competitions-Publication-Government/dp/B0DXR9MT8Y/ref=zg_bs_g_books_d_sccl_13/258-5556159-0878167?psc=1
BOXSET of 3 novels : Urmila + Radha : Part 1 + Parvati ('Mogryache Tin Sugandh' Series) by Samar,Samar,4.4 out of 5 stars,11,Perfect Paperback,₹821.00,https://www.amazon.in//BOXSET-novels-Parvati-Mogryache-Sugandh/dp/9334273798/ref=zg_bs_g_books_d_sccl_14/258-5556159-0878167?psc=1
World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books) : Perfect Motivational Gift Set,"George S. Clason Dale Carnegie, Napoleon Hill, Dr. Joseph Murphy",4.5 out of 5 stars,"George S. Clason Dale Carnegie, Napoleon Hill, Dr. Joseph Murphy",Paperback,₹349.00,https://www.amazon.in//Worlds-Greatest-Personal-Growth-Wealth/dp/9389432014/ref=zg_bs_g_books_d_sccl_15/258-5556159-0878167?psc=1
"The Art of Being Alone: Loneliness Was My Cage, Solitude Is My Home (English)",Renuka Gavrani,4.4 out of 5 stars,"3,540",Paperback,₹204.00,https://www.amazon.in//Art-Being-Alone-Loneliness-Solitude/dp/9355434022/ref=zg_bs_g_books_d_sccl_16/258-5556159-0878167?psc=1
Days at the Morisaki Bookshop: The perfect book to curl up with - for lovers of Japanese translated fiction everywhere,Satoshi Yagisawa,4.4 out of 5 stars,"9,102",Paperback,₹272.00,https://www.amazon.in//Days-Morisaki-Bookshop-International-Bestseller/dp/1786583232/ref=zg_bs_g_books_d_sccl_17/258-5556159-0878167?psc=1
"Can We Be Strangers Again?: A moving tale of love, loyalty and the bittersweet beauty of letting go",Shrijeet Shandilya,4.4 out of 5 stars,327,Paperback,₹223.00,https://www.amazon.in//Can-We-Strangers-Again-bittersweet/dp/0143475924/ref=zg_bs_g_books_d_sccl_18/258-5556159-0878167?psc=1
BRAHMASTRA Complete Maths Multicolored Formula Book Second Edition BILINGUAL by Aditya Ranjan Sir,Aditya Ranjan,4.4 out of 5 stars,"3,474",Paperback,₹220.00,https://www.amazon.in//BRAHMASTRA-Complete-Multicolored-Formula-BILINGUAL/dp/9387910016/ref=zg_bs_g_books_d_sccl_19/258-5556159-0878167?psc=1
PW Objective NCERT Punch 4.0 Biology For NEET 2026 By Dr. Vipin Kumar Sharma l Updated with High Order Time Intensive MCQs and AIIMS PYQs As Per 2025 NEET Paper [Paperback] Dr. Vipin Kumar Sharma,Dr. Vipin Kumar Sharma,4.5 out of 5 stars,96,Paperback,₹655.00,https://www.amazon.in//Objective-Biology-Updated-Intensive-Paperback/dp/9368978123/ref=zg_bs_g_books_d_sccl_20/258-5556159-0878167?psc=1
"Arihant All in One Social Science Class 9 for CBSE Exams 2025-26 | Revised Edition as per latest syllabus | Mind Maps, CBQs, Focused Theory, Practice Exercises, Sample Papers",Kriti Arora,4.3 out of 5 stars,137,Paperback,₹383.00,https://www.amazon.in//Arihant-Science-syllabus-Practice-Exercises/dp/9368404240/ref=zg_bs_g_books_d_sccl_21/258-5556159-0878167?psc=1
Meditations,Marcus Aurelius,4.3 out of 5 stars,"13,815",Paperback,₹119.00,https://www.amazon.in//Meditations-Marcus-Aurelius/dp/8175994754/ref=zg_bs_g_books_d_sccl_22/258-5556159-0878167?psc=1
"MTG Objective NCERT at your FINGERTIPS Biology For 2025-2026 Exam - NCERT NEET Trend Indicator, HOTS MCQs, Rank Predictor & Notes with HD Pages | NEET Books (Based on NCERT Latest Pattern)",MTG Editorial Board,4.6 out of 5 stars,97,Paperback,₹663.00,https://www.amazon.in//Objective-NCERT-FINGERTIPS-Biology-2025-2026/dp/9369574700/ref=zg_bs_g_books_d_sccl_23/258-5556159-0878167?psc=1
"SSC GD Combo-2026 In Bilingual ( Maths,Reasoning,Samanya Hindi,Samanya Adyayan/Gyan) Set Of 4 Books By Ankit Bhati Sir",ANKIT BHATI SIR,4.0 out of 5 stars,96,Paperback,₹485.00,https://www.amazon.in//Combo-2026-Bilingual-Reasoning-Samanya-Adyayan/dp/B0CM6NMW4S/ref=zg_bs_g_books_d_sccl_24/258-5556159-0878167?psc=1
Bhagvad Gita As It Is English New Edition,His Divine Grace A.C. Bhaktivedanta Swami Prabhupada,4.7 out of 5 stars,"9,594",Hardcover,₹330.00,https://www.amazon.in//Bhagvad-gita-as-english-new/dp/9384564192/ref=zg_bs_g_books_d_sccl_25/258-5556159-0878167?psc=1
Word Power Made Easy: The No 1 Vocabulary Builder in the English Language | Over a million copies sold Worldwide | With Self Assessment Activities | Ideal For IELTS & TOEFL Preparations,Norman Lewis,4.4 out of 5 stars,"19,625",Paperback,₹147.00,https://www.amazon.in//Word-Power-Made-Norman-Lewis/dp/0143424688/ref=zg_bs_g_books_d_sccl_26/258-5556159-0878167?psc=1
"QOKZEK Magic Practice Copybook, (4 BOOK + 1 PEN + 10 REFILL) Number Tracing Book for Pre-schoolers with Magic Pen, Magic calligraphy bookset for kids Reusable Writing Tool (SIZE- 19*13 cm)",QOKZEK,4.3 out of 5 stars,"4,256",Spiral-bound,₹267.00,https://www.amazon.in//Practice-Copybook-Preschoolers-calligraphy-Reusable/dp/B0743DXTVX/ref=zg_bs_g_books_d_sccl_27/258-5556159-0878167?psc=1
Human Edge in the AI Age: Eight Timeless Mantras for Success,Nitin Seth,4.9 out of 5 stars,325,Hardcover,₹548.00,https://www.amazon.in//Human-Edge-AI-Age-Timeless/dp/0143477587/ref=zg_bs_g_books_d_sccl_28/258-5556159-0878167?psc=1
"COVALENT – Organic Chemistry Book | JEE Main & Advanced | Clears Basics, Visual Shortcuts, Mechanisms, Name Reactions | For NEET UG, Boards & State Exams",Ransho Revision,4.5 out of 5 stars,Ransho Revision,Paperback,₹299.00,https://www.amazon.in//COVALENT-Chemistry-Shortcuts-Mechanisms-Reactions/dp/B0FF9VFPM6/ref=zg_bs_g_books_d_sccl_29/258-5556159-0878167?psc=1
Oswaal CBSE Question Bank Chapterwise and Topicwise SOLVED PAPERS Class 10 Mathematics (Standard) For Exam 2026,Oswaal Editorial Board,4.4 out of 5 stars,785,Paperback,₹604.00,https://www.amazon.in//Question-Chapterwise-Topicwise-Mathematics-Standard/dp/936239121X/ref=zg_bs_g_books_d_sccl_30/258-5556159-0878167?psc=1
